arabic_name,english_name
وادي المعقم - الصرواح,Wadi Al-Mu'aqam - Al-Sarwah
وادي المعقم - الشرجين,Wadi Al-Mu'aqam - Al-Sharjayn
وادي المعقم - بخيته,Wadi Al-Mu'aqam - Bakhitah
وادي الموجع,Wadi Al-Muja'
وادي الشط - العكم,Wadi Al-Shatt - Al-Akam
وادي الشط - البيحانى,Wadi al-Shatt - al-Bayhani
وادي الشط - الظهره,Wadi al-Shatt - al-Dhahra
وادي الشط - الكراثه,Wadi Al-Shatt - Al-Karatha
وادي الشط - النوبه,Wadi al-Shatt - al-Nuba
وادي الشط - الشرف,Wadi Al-Shatt - Al-Sharaf
وادي الشط - الوادي,Wadi Al-Shatt - Al-Wadi
وادي الشط - هوب الرباط,Wadi al-Shatt - Hub al-Rabat
وادي بكير,Wadi Bakir
وادي بكير - العنذقي,Wadi Bakir - Al-Andhaqi
وادي بكير - الهقيف,Wadi Bakir - Al-Haqif
وادي بكير - المحيفر,Wadi Bakir - Al-Muhayfir
وادي بكير - الصابريه,Wadi Bakir - Al-Sabriya
وادي بكير - الزهيب,Wadi Bakir - Al-Zuhayb
وادي بكير - حجيج,Wadi Bakir - Hajij
وادي بكير - سوق الحر,Wadi Bakir - Suq Al-Hur
وادي مكسب - الدار,Wadi Makasab - Al-Dar
وادي مكسب - الحرف,Wadi Makasab - Al-Harf
وادي مكسب - الجرن,Wadi Makasab - Al-Jurn
وادي مكسب - المعاصر,Wadi Makasab - Al-Ma'asir
وادي مكسب - المدهف,Wadi Makasab - Al-Madhaf
وادي مكسب - المغربه السفلى,Wadi Makasab - Al-Maghribah Al-Sufla
وادي مكسب - الملعب الاسفل,Wadi Makasab - Al-Mal'ab Al-Asfal
وادي مكسب - المردع,Wadi Makasab - Al-Marda'
وادي مكسب - المعطابه السفلى,Wadi Makasab - Al-Ma'tabah Al-Sufla
وادي مكسب - المهيني,Wadi Makasab - Al-Muhayni
وادي مكسب - النزيهه,Wadi Makasab - Al-Nuzayhah
وادي مكسب - حجفت,Wadi Makasab - Hajfat
وادي مكسب - شعبه الغيل,Wadi Makasab - Sha'bat Al-Ghayl
وادي موثب - الخراف,Wadi Muthab - Al-Kharaf
وادي موثب - المدقوع,Wadi Muthab - Al-Madqu'
وادي موثب - المرزام,Wadi Muthab - Al-Marzam
وادي موثب - المبايض,Wadi Muthab - Al-Mubayidh
وادي موثب - الرحاب,Wadi Muthab - Al-Rahab
وادي موثب - حجينة,Wadi Muthab - Hajinah
وادي موثب - هيجة ناصر,Wadi Muthab - Hayjah Nasir
وادي سعاده - العارضه,Wadi Sa'adah - Al-Ardah
وادي سعاده - الاشعاب,Wadi Sa'adah - al-Ash'ab
وادي سعاده - المعسوق,Wadi Sa'adah - al-Ma'suq
وادي سعاده - الميهال,Wadi Sa'adah - al-Mihyal
وادي سعاده - المشعارالاعلى,Wadi Sa'adah - al-Mish'ar al-A'la
وادي سعاده - المشعارالاسفل,Wadi Sa'adah - al-Mish'ar al-Asfal
وادي سعاده - المصيرع,Wadi Sa'adah - al-Musayri'
وادي سعاده - عين سباء,Wadi Sa'adah - 'Ayn Saba'
وادي سعاده - قحيفة المشعار,Wadi Sa'adah - Qahifat al-Mish'ar
وادي سعاده - قحقه عين سباء,Wadi Sa'adah - Qahqat 'Ayn Saba'
وادي سعاده - شعب الفقيــه,Wadi Sa'adah - Sha'ab al-Faqih
وادي سعاده - شعب الحجين,Wadi Sa'adah - Sha'ab al-Hajin
وادي سعاده - شعب الحزابي,Wadi Sa'adah - Sha'ab al-Hazabi
وادي سعاده - شعب القماعر,Wadi Sa'adah - Sha'ab al-Qama'ir
وادي سعاده - شعب الاحمر,Wadi Sa'adah - Sha'b Al-Ahmar
واحجه,Wahja
واحجه - الباهيه,Wahja - Al-Bahia
واحجه - الحريزه,Wahja - Al-Hariza
واحجه - حدبة الغريب,Wahja - Hadbat Al-Gharib
واحجه - وادي جدار,Wahja - Wadi Jidar
واحجه - الحدبه,Wahjah - Al-Hadbah
واحجه - السبيل,Wahjah - As-Sabil
واحجه - الزوائد,Wahjah - Az-Zawa'id
واحجه - ام نزيله,Wahjah - Umm Nazilah
يعاقبه - العكده,Yaaqaba - Al-Akda
يعاقبه - العيقل,Yaaqaba - Al-eiqal
يعاقبه - الحذله,Yaaqaba - Al-Hadhla
يعاقبه - الجوم,Yaaqaba - Al-Jawm
يعاقبه - اللسانيه,Yaaqaba - Allisanih 
يعاقبه - المعينه,Yaaqaba - Al-Mainah
يعاقبه - المجن,Yaaqaba - Al-majan 
يعاقبه - الملاحطه,Yaaqaba - Al-malahituh
يعاقبه - المقصوع,Yaaqaba - Al-Maqsou’
يعاقبه - الميسعه,Yaaqaba - Al-Maysa’a
يعاقبه - السبعه,Yaaqaba - Al-Sab’a
يعاقبه - الشجين,Yaaqaba - Al-Shajin
يعاقبه - السحنه,Yaaqaba - Al-sihnah
يعاقبه - الطفيلي,Yaaqaba - Altufayli
يعاقبه - برح السيد,Yaaqaba - Barh Al-Sayyid
يعاقبه - حصب المحرق,Yaaqaba - Hasb almahriq
يعاقبه - ثاعن,Yaaqaba - Tha’in
يفرس - الدقادق,Yafrus - Al-Daqadiq
يفرس - الغول,Yafrus - Al-Ghul
يفرس - الحافة العليا,Yafrus - Al-Hafah Al-Ulya
يفرس - الحيضان,Yafrus - Al-Haydan
يفرس - الجميمة,Yafrus - Al-Jamimah
يفرس - الصناع,Yafrus - Al-Sina'
يفرس - السوق,Yafrus - Al-Suq
يفرس - شباعة,Yafrus - Shaba'ah
يختل,Yakhtal
يختل - القعطبيه,Yakhtal - Al-Qatabiyah
يختل - حسى الصوفى,Yakhtal - Hassi Al-Sufi
يختل - حسى دبع,Yakhtal - Hassi Daba
يختل - حسى كليب,Yakhtal - Hassi Kulayb
